-0.5782,1.68658
-0.049,1.29458
-0.1274,1.12798
-0.2548,1.20638
-0.2842,0.88298
-0.3136,0.62818
0.7448,0.79478
0.6076,0.90258
-2.0972,0.23618
0.0882,1.13778
0.2352,0.11858
0.294,-0.31262
-0.49,0.68698
-0.588,1.61798
0.294,0.62818
-0.7154,-0.07742
2.2246,1.41218
0.784,0.18718
3.2536,0.77518
-0.5292,-0.10682
2.1658,-1.23382
0.0686,-0.42042
1.176,-0.33222
1.3622,-0.41062
0.8722,-0.26362
0.6076,0.20678
0.1176,-0.30282
-0.1862,-0.61642
-0.686,0.00098
0.049,-0.52822
-1.1368,-0.04802
-0.6762,0.08918
-0.7644,-0.42042
-1.5778,-0.18522
-0.343,-0.79282
-0.9898,-0.64582
-1.4112,-1.24362
-1.7836,-0.93002
-0.0392,0.10878
-0.0196,0.04018
-0.049,0.08918
-0.2352,0.12838
-0.8918,0.16758
-0.8918,0.13818
-0.5782,0.12838
-0.7546,-0.01862
-3.0086,-0.93002
-1.8816,0.01078
-1.3524,0.06958
-2.2246,0.02058
-1.9894,-0.29302
-1.8424,-0.27342
-1.911,-0.40082
-1.9992,-0.26362
-1.274,-0.03822
-1.4014,-0.01862
-1.4014,0.34398
-1.4308,0.65758
-1.3132,0.24598
-1.0192,-0.06762
-0.5978,0.10878
-1.5876,0.60858
-0.0098,-0.62622
0.5488,-0.44982
1.2838,-0.38122
0.5194,-0.81242
-0.7448,-0.47922
0.4018,-0.35182
0.3528,-0.27342
-0.2548,-0.14602
0.6664,-0.01862
0.3528,0.55958
0.4508,-0.15582
-0.4018,0.53018
1.7052,0.91238
0.9506,1.19658
-0.7252,-0.61642
-0.735,0.65758
-0.441,-1.52782
0.1666,-0.04802
0.3332,-0.14602
0.3724,0.33418
1.0192,-0.39102
0.6958,-0.69482
-0.0686,0.14798
1.0094,0.68698
0.735,0.19698
0.6174,0.49098
0.735,-0.32242
0.4312,-0.44982
0.7546,-0.22442
0.539,-0.92022
0.4018,-0.50862
0.686,-0.71442
0.0784,-0.90062
-0.2352,-0.89082
-0.9702,0.23618
0.3626,-0.44002
0.5586,-0.35182
0.1764,0.01078
1.6366,0.62818
0.9702,0.36358
0.6076,0.65758
0.4704,0.21658
0.8624,0.25578
1.2152,0.18718
0.8918,-0.17542
1.2642,-0.52822
-0.3626,-0.49882
0.0098,-0.64582
-0.7742,-0.20482
-0.5488,-1.33182
-0.7448,-0.36162
-1.2544,-0.49882
0.6272,0.59878
-1.8914,0.44198
0.4116,0.17738
0.8134,-0.16562
1.1662,0.40278
0.7448,1.02018
0.7546,1.13778
0.2548,0.99078
1.0094,0.07938
0.7546,-0.12642
0.1666,-0.86142
0.4312,-0.36162
0.147,-0.89082
0.343,-1.51802
-0.6566,-0.38122
0.1568,-0.99862
-0.392,-0.39102
-0.343,-0.53802
0.9114,0.78498
0.784,0.94178
1.4504,-0.24402
0.637,0.35378
1.4112,0.14798
0.6076,0.44198
0.8134,-0.40082
0.4116,0.84378
-0.049,0.06958
0.5488,-0.18522
-0.4998,-0.59682
0.6566,-0.89082
0.4312,-1.11622
0.0882,0.59878
-0.2156,0.29498
0.5782,0.63798
0.4998,1.02998
0.1372,0.82418
0.5782,0.34398
0.2842,0.51058
0.49,0.64778
1.4014,0.88298
0.6468,0.34398
0.7546,0.53018
0.2548,-0.05782
-0.1862,-0.07742
0.2352,0.22638
0.4116,-0.03822
0.2842,0.26558
0.6468,-0.40082
0.0588,0.64778
0.6272,0.44198
0.0784,0.59878
-0.588,0.40278
-0.196,0.33418
0.294,0.26558
-0.6076,0.03038
-0.7546,0.00098
-0.392,-0.01862
-0.4116,-0.28322
-0.8232,-0.40082
-1.3524,-0.39102
-0.2156,-0.11662
-0.9506,-0.79282
-0.7448,-0.23422
-0.1078,-0.50862
-0.4802,-0.44002
-0.343,0.29498
-0.2352,0.00098
-0.2254,0.19698
-0.3038,0.15778
-0.539,-0.12642
-0.784,0.00098
-0.245,-0.30282
-0.6174,-0.36162
-0.147,0.04998
-0.196,-0.60662
-0.1274,0.10878
-0.2156,-0.05782
0.2744,0.07938
0.3528,0.26558
0.4508,0.26558
-0.2156,0.21658
0.4606,1.14758
0.098,0.12838
-0.2058,0.06958
0.0196,-0.06762
-0.3528,-0.18522
-0.3724,0.25578
-0.2548,-0.02842
-0.1666,0.65758
-0.2548,0.28518
-0.0686,0.25578
-0.147,0.53018
0.1176,0.41258
0.2058,0.39298
0.0196,0.07938
0.049,0.23618
-0.0784,0.05978
-0.049,-0.18522
-0.049,-0.14602
-0.0686,-0.38122
-0.2548,-0.38122
-0.1862,-0.54782
-0.4606,-0.45962
-0.3332,-0.31262
-0.3822,-0.16562
-0.4116,0.09898
-0.4802,0.09898
-0.2156,0.22638
-0.3724,0.15778
-0.4802,0.30478
