0.07742,0.02744
-0.00098,-0.00196
-0.04018,-0.00196
0.05782,0.11564
0.01862,0.03724
0.06762,-0.00196
0.01862,0.00784
-0.00098,0.04704
-0.02058,0.06664
-0.00098,-0.12936
0.04802,-0.07056
0.03822,-0.05096
0.06762,-0.00196
0.10682,0.11564
0.03822,0.03724
-0.02058,0.04704
-0.02058,-0.05096
-0.02058,0.03724
0.05782,-0.02156
0.00882,-0.02156
0.00882,-0.06076
0.00882,-0.09016
-0.04998,-0.00196
0.04802,0.09604
0.01862,0.20384
-0.07938,-0.05096
0.07742,0.01764
-0.03038,-0.11956
-0.06958,0.01764
0.08722,0.09604
0.03822,0.00784
-0.01078,-0.04116
-0.02058,0.02744
-0.05978,0.00784
0.07742,-0.13916
0.04802,0.04704
-0.05978,-0.01176
0.05782,-0.03136
-0.09898,-0.11956
0.08722,0.05684
0.04802,-0.06076
0.04802,-0.02156
-0.04018,-0.15876
0.02842,0.08624
-0.17738,0.05684
-0.04998,0.05684
0.00882,0.02744
0.00882,-0.01176
-0.03038,-0.00196
0.00882,-0.07056
0.06762,0.03724
-0.11858,-0.04116
0.17542,0.11564
0.05782,0.01764
-0.03038,0.01764
0.05782,-0.01176
-0.02058,0.06664
0.02842,0.06664
-0.04018,0.00784
-0.04018,-0.08036
0.02842,0.14504
0.06762,0.04704
-0.04018,-0.11956
0.05782,-0.05096
0.01862,0.00784
0.02842,-0.00196
-0.04018,0.01764
0.04802,-0.09996
-0.02058,-0.04116
-0.03038,0.01764
0.03822,0.04704
0.05782,0.02744
0.00882,0.08624
0.06762,0.03724
0.04802,-0.09016
0.05782,-0.06076
0.07742,0.03724
-0.02058,-0.00196
-0.01078,-0.06076
0.07742,0.06664
-0.01078,0.09604
0.02842,-0.01176
0.01862,0.03724
0.05782,-0.09016
0.01862,0.05684
-0.02058,-0.00196
0.06762,-0.04116
0.01862,-0.06076
0.05782,-0.00196
0.05782,0.03724
-0.00098,0.03724
-0.04998,-0.00196
0.10682,-0.01176
0.03822,0.05684
-0.03038,-0.03136
0.06762,-0.03136
-0.03038,-0.03136
0.00882,-0.01176
-0.04998,0.01764
0.00882,-0.02156
-0.01078,-0.01176
0.02842,-0.05096
-0.04018,-0.06076
0.05782,-0.02156
0.01862,0.01764
-0.02058,-0.02156
-0.02058,-0.00196
0.02842,-0.02156
-0.00098,-0.08036
-0.04018,-0.02156
-0.05978,-0.12936
0.05782,0.09604
-0.00098,0.01764
0.03822,0.07644
0.03822,-0.06076
0.04802,0.06664
0.06762,0.06664
0.03822,0.02744
0.04802,0.05684
0.08722,0.04704
0.03822,0.05684
-0.03038,0.03724
0.04802,0.01764
0.06762,0.06664
0.05782,0.01764
0.05782,0.08624
-0.00098,0.07644
-0.04018,-0.13916
-0.04998,-0.02156
-0.01078,0.03724
-0.02058,-0.09016
-0.02058,0.05684
0.01862,0.03724
0.02842,0.03724
0.03822,0.07644
0.00882,0.04704
-0.05978,0.04704
0.00882,-0.08036
-0.04998,-0.04116
-0.00098,-0.00196
-0.04998,-0.09016
0.02842,-0.04116
0.09702,-0.03136
-0.02058,-0.04116
0.06762,-0.00196
0.07742,0.03724
0.05782,-0.00196
0.04802,-0.02156
0.00882,-0.05096
0.10682,-0.01176
0.01862,-0.04116
-0.02058,-0.03136
-0.04018,0.05684
-0.03038,0.05684
-0.03038,-0.05096
-0.04998,-0.00196
-0.09898,-0.01176
-0.01078,-0.01176
-0.01078,-0.03136
0.04802,-0.02156
0.02842,0.01764
0.04802,-0.03136
0.05782,-0.00196
-0.00098,-0.06076
0.07742,-0.01176
-0.06958,-0.03136
-0.01078,0.04704
0.00882,-0.11956
0.02842,-0.08036
-0.04998,0.07644
-0.00098,-0.08036
-0.07938,0.04704
-0.03038,0.06664
-0.00098,-0.00196
-0.02058,-0.01176
0.04802,0.06664
0.04802,-0.07056
-0.00098,-0.09016
0.03822,-0.08036
0.03822,0.06664
0.02842,0.11564
0.03822,0.05684
0.03822,-0.04116
-0.02058,-0.03136
0.06762,0.02744
0.07742,0.04704
0.05782,0.06664
0.11662,0.06664
0.02842,0.08624
-0.04018,0.10584
0.01862,0.04704
0.00882,0.12544
-0.02058,0.01764
0.04802,-0.00196
0.03822,-0.05096
-0.00098,0.01764
-0.01078,-0.06076
-0.02058,-0.01176
-0.03038,-0.01176
-0.08918,0.08624
0.04802,-0.00196
0.00882,0.04704
-0.00098,0.06664
0.05782,0.10584
0.01862,0.00784
-0.01078,0.03724
0.03822,-0.06076
-0.11858,0.09604
-0.02058,-0.14896
0.02842,0.06664
-0.00098,-0.05096
0.00882,0.09604
0.05782,-0.00196
-0.02058,0.01764
-0.02058,0.07644
-0.01078,-0.00196
0.03822,0.22344
-0.00098,0.00784
0.03822,-0.04116
0.02842,0.14504
0.05782,-0.02156
0.00882,-0.16856
-0.04018,-0.04116
0.00882,0.00784
0.02842,-0.05096
0.01862,-0.03136
-0.01078,0.00784
-0.05978,0.02744
0.01862,-0.01176
-0.04998,-0.01176
0.10682,-0.00196
0.00882,-0.03136
0.12642,0.03724
0.08722,-0.01176
-0.04018,-0.00196
0.06762,0.02744
-0.03038,-0.04116
0.02842,-0.07056
0.06762,0.01764
